,gender,age,university,degree_level,degree_major,academic_year,cgpa,residential_status,campus_discrimination,sports_engagement,average_sleep,study_satisfaction,academic_workload,academic_pressure,financial_concerns,social_relationships,depression,anxiety,isolation,future_insecurity,stress_relief_activities
516,Female,18,PU,Undergraduate,Computer Science,3rd year,2.25,Off-Campus,No,0,4,5,4,3,3,2,3,4,4,3,"Religious Activities, Online Entertainment, Outdoor Activities"
517,Female,17,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,4,4,4,3,1,5,3,3,3,"Religious Activities, Social Connections, Online Entertainment, Sleep"
518,Male,23,PU,Undergraduate,Information Technology,2nd year,3.25,Off-Campus,No,0,6,5,4,1,2,3,1,3,3,2,"Religious Activities, Social Connections, Online Entertainment"
519,Female,20,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,Yes,7,6,4,3,5,5,5,3,2,5,3,Religious Activities
520,Female,20,PU,Undergraduate,Computer Science,2nd year,2.75,On-Campus,No,0,8,4,4,5,1,3,4,3,3,3,"Creative Outlets, Social Connections, Online Entertainment"
521,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,8,3,4,3,5,3,5,2,5,2,Social Connections
522,Male,20,UET,Undergraduate,Data Science,3rd year,3.25,On-Campus,No,6,6,3,5,5,4,1,3,1,5,2,Sleep
523,Male,21,PU,Undergraduate,Computer Science,3rd year,2.25,Off-Campus,No,6,8,4,4,1,5,3,4,5,5,1,Sleep
524,Male,20,VU,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,0,6,3,4,5,4,1,2,4,5,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
525,Male,19,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,8,5,4,4,3,1,5,3,5,4,"Religious Activities, Social Connections"
526,Male,19,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,0,6,5,4,4,5,2,1,5,5,2,Sleep
527,Male,18,COMSATS,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,6,5,5,2,4,3,1,4,3,4,"Social Connections, Online Entertainment, Sleep"
528,Male,20,PU,Undergraduate,Software Engineering,1st year,3.75,Off-Campus,Yes,3,6,5,4,1,4,3,4,4,1,4,Religious Activities
529,Male,18,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,Yes,0,6,3,4,4,4,3,1,4,4,1,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
530,Female,19,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,6,6,4,5,3,1,2,1,1,5,1,Online Entertainment
531,Male,19,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,8,5,5,2,5,1,3,3,5,3,Online Entertainment
532,Male,18,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,Yes,3,6,5,4,3,1,3,1,4,2,2,"Religious Activities, Outdoor Activities"
533,Male,18,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,8,4,5,5,5,1,2,3,2,3,Religious Activities
534,Female,22,KUST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,5,4,4,4,1,1,5,5,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
535,Male,20,UET,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,6,8,2,4,4,3,2,4,2,3,4,"Creative Outlets, Social Connections, Online Entertainment"
536,Male,19,COMSATS,Undergraduate,Software Engineering,1st year,2.75,Off-Campus,No,0,8,4,4,5,4,4,2,5,3,3,Outdoor Activities
537,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,3,8,4,3,3,5,5,4,4,3,4,Sports and Fitness
538,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,On-Campus,No,3,6,5,4,3,5,2,4,2,4,1,Creative Outlets
539,Male,19,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,6,5,4,5,4,4,2,1,5,1,Outdoor Activities
540,Male,20,UET,Undergraduate,Software Engineering,3rd year,3.25,Off-Campus,Yes,3,6,3,5,3,4,3,2,4,4,1,"Religious Activities, Social Connections, Online Entertainment"
541,Female,20,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,Yes,0,6,4,4,4,4,4,3,2,2,2,"Religious Activities, Sports and Fitness, Sleep"
542,Male,22,FAST,Undergraduate,Computer Science,3rd year,2.25,On-Campus,Yes,0,6,4,2,5,3,3,5,4,4,3,"Religious Activities, Social Connections, Sleep"
543,Male,22,UET,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,4,4,5,2,1,4,3,5,5,Sports and Fitness
544,Male,21,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,6,6,4,2,3,3,2,5,2,3,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
545,Male,20,UET,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,3,6,5,3,2,5,3,3,4,3,4,"Religious Activities, Social Connections"
546,Male,19,PU,Undergraduate,Information Technology,1st year,3.25,Off-Campus,No,6,6,3,5,5,2,5,4,4,2,5,"Creative Outlets, Social Connections, Online Entertainment"
547,Male,22,UET,Postgraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,4,5,4,4,5,4,4,5,5,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
548,Male,21,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,5,4,3,2,4,3,4,3,5,Religious Activities
549,Male,19,PU,Undergraduate,Data Science,1st year,2.75,On-Campus,Yes,6,8,4,3,5,1,2,3,2,3,5,"Religious Activities, Social Connections, Online Entertainment"
550,Male,20,PU,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,No,7,6,4,4,3,4,3,3,3,5,4,Sports and Fitness
551,Male,20,COMSATS,Undergraduate,Information Technology,3rd year,3.25,On-Campus,No,0,8,5,2,4,3,1,1,2,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
552,Male,19,UET,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,3,6,4,4,1,4,5,3,1,1,5,"Religious Activities, Social Connections, Online Entertainment"
553,Male,21,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,6,3,4,4,3,3,3,4,4,3,"Creative Outlets, Social Connections, Online Entertainment"
554,Male,20,PU,Undergraduate,Data Science,4th year,1.75,Off-Campus,No,3,6,4,3,5,5,3,2,5,3,2,Sleep
555,Male,22,PU,Undergraduate,Data Science,4th year,3.75,On-Campus,No,0,8,5,4,4,5,3,4,2,3,1,Sleep
556,Male,22,PU,Postgraduate,Software Engineering,3rd year,3.75,Off-Campus,Yes,3,6,3,5,4,4,1,5,3,5,4,"Religious Activities, Social Connections, Sleep"
557,Male,19,COMSATS,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,6,8,3,3,5,3,1,3,4,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
558,Male,19,KUST,Undergraduate,Data Science,4th year,1.75,Off-Campus,No,3,4,4,2,4,4,4,4,3,2,2,Online Entertainment
559,Female,20,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,No,6,6,4,3,4,5,2,1,4,5,4,"Religious Activities, Social Connections, Online Entertainment"
560,Male,18,PU,Undergraduate,Computer Science,4th year,2.25,On-Campus,Yes,3,6,4,4,4,1,4,4,2,4,3,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
561,Male,20,FAST,Postgraduate,Software Engineering,3rd year,3.75,Off-Campus,No,0,6,1,2,3,4,4,3,4,5,5,Online Entertainment
562,Male,22,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,8,5,3,2,3,2,5,2,2,2,"Religious Activities, Social Connections, Online Entertainment"
563,Male,19,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,4,3,4,5,3,1,3,4,5,1,Sports and Fitness
564,Male,20,COMSATS,Postgraduate,Software Engineering,1st year,3.25,Off-Campus,Yes,3,6,5,4,4,1,3,2,1,4,5,"Religious Activities, Sports and Fitness, Outdoor Activities"
565,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,8,4,4,5,3,1,4,3,3,1,Sports and Fitness
566,Male,20,PU,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,0,6,4,4,2,4,1,2,3,5,1,"Social Connections, Outdoor Activities"
567,Male,20,PU,Undergraduate,Data Science,2nd year,2.75,On-Campus,No,0,6,4,4,4,4,1,1,3,1,3,Outdoor Activities
568,Male,22,PU,Undergraduate,Data Science,1st year,2.25,Off-Campus,No,7,6,3,5,5,4,4,3,5,1,2,"Religious Activities, Sports and Fitness"
569,Female,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,5,4,4,5,3,4,1,3,4,Creative Outlets
570,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,Yes,0,8,5,4,5,3,1,5,3,4,5,Nothing
571,Female,22,KUST,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,No,3,8,3,4,4,2,1,4,4,5,4,Online Entertainment
572,Female,21,FAST,Undergraduate,Computer Science,1st year,3.25,Off-Campus,Yes,3,6,5,4,3,5,4,1,2,1,4,"Social Connections, Sleep"
573,Female,19,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,4,5,5,2,3,4,4,2,3,"Religious Activities, Sports and Fitness, Online Entertainment"
574,Male,21,PU,Undergraduate,Computer Science,3rd year,1.75,On-Campus,No,0,6,5,3,5,1,1,3,4,3,1,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
575,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,6,6,3,5,3,5,3,5,3,5,1,Creative Outlets
576,Male,18,PU,Undergraduate,Data Science,3rd year,2.25,Off-Campus,Yes,0,8,3,5,5,3,2,5,5,5,2,Online Entertainment
577,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,8,4,3,5,5,4,3,4,1,5,"Social Connections, Sleep"
578,Male,19,PU,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,Yes,6,4,2,5,4,5,5,2,1,4,2,"Religious Activities, Social Connections, Online Entertainment"
579,Male,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,7,8,3,5,5,5,4,3,4,4,3,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
580,Male,17,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,4,5,4,5,3,1,2,2,5,Outdoor Activities
581,Male,22,PU,Undergraduate,Data Science,1st year,2.75,On-Campus,No,0,8,4,4,5,5,3,5,4,3,3,Online Entertainment
582,Male,19,FAST,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,4,4,5,5,5,1,4,4,3,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
583,Male,20,PU,Undergraduate,Data Science,1st year,3.25,On-Campus,No,3,6,5,4,3,3,1,4,4,3,4,"Religious Activities, Sports and Fitness"
584,Male,21,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,0,8,4,2,5,5,2,4,3,3,4,"Religious Activities, Online Entertainment, Outdoor Activities"
585,Male,22,PU,Undergraduate,Data Science,3rd year,3.25,On-Campus,No,7,8,3,2,4,5,3,4,4,3,5,"Religious Activities, Sports and Fitness, Social Connections"
586,Male,20,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,8,3,4,1,3,1,1,5,5,2,Religious Activities
587,Male,21,FAST,Undergraduate,Information Technology,2nd year,3.25,Off-Campus,No,3,6,1,4,5,5,4,3,4,3,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
588,Male,22,PU,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,6,6,5,4,5,5,1,5,4,3,3,Online Entertainment
589,Male,18,PU,Undergraduate,Data Science,3rd year,2.25,Off-Campus,No,6,6,3,5,4,3,2,3,4,5,4,"Religious Activities, Social Connections, Online Entertainment, Sleep"
590,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,8,4,5,1,1,3,3,2,4,5,"Religious Activities, Online Entertainment"
591,Male,21,KUST,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,7,6,5,4,4,1,4,5,2,3,3,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
592,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,3,6,3,5,5,5,3,1,5,2,2,"Religious Activities, Online Entertainment, Outdoor Activities"
593,Female,18,UET,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,1,4,4,3,3,2,3,3,5,Online Entertainment
594,Male,18,COMSATS,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,0,6,3,3,3,5,2,5,4,4,4,"Religious Activities, Online Entertainment, Outdoor Activities"
595,Male,22,UOL,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,6,6,1,5,2,5,2,5,2,1,2,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
596,Male,22,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,7,8,3,4,5,3,3,1,2,4,5,"Social Connections, Sleep"
597,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,6,6,5,4,5,5,2,4,4,5,1,Online Entertainment
598,Male,19,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,No,0,6,5,4,4,1,2,5,4,1,3,Outdoor Activities
599,Male,20,PU,Undergraduate,Computer Science,4th year,3.75,On-Campus,No,3,8,1,4,5,1,3,2,3,5,1,Sleep
600,Male,21,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,6,4,4,5,4,1,3,3,4,5,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
601,Female,20,PU,Undergraduate,Computer Science,3rd year,1.75,Off-Campus,No,0,8,4,4,4,3,3,5,5,5,5,"Religious Activities, Social Connections"
602,Female,20,UET,Undergraduate,Data Science,3rd year,3.75,On-Campus,Yes,3,6,5,4,5,1,2,5,1,4,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
603,Male,20,PU,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,No,0,6,5,5,4,5,1,1,3,5,1,Sleep
604,Male,20,PU,Undergraduate,Computer Science,3rd year,1.75,Off-Campus,No,3,8,4,3,1,2,3,5,3,4,2,"Religious Activities, Sports and Fitness"
605,Male,18,FAST,Undergraduate,Computer Science,2nd year,0.0,Off-Campus,No,6,6,4,3,3,4,1,5,3,4,2,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
606,Female,23,PU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,0,6,3,5,3,5,2,4,5,1,5,"Online Entertainment, Sleep"
607,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,0,8,5,2,4,4,2,4,4,5,3,Outdoor Activities
608,Female,18,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,7,6,4,5,5,3,5,1,2,3,5,"Online Entertainment, Outdoor Activities, Sleep"
609,Male,18,PU,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,0,8,3,4,3,1,3,2,1,4,4,Online Entertainment
610,Female,19,PU,Undergraduate,Computer Science,4th year,3.75,On-Campus,No,0,6,3,3,4,4,4,4,4,3,4,Online Entertainment
611,Female,19,PU,Undergraduate,Information Technology,1st year,2.75,Off-Campus,Yes,0,6,4,5,5,3,1,3,1,2,5,"Religious Activities, Social Connections, Online Entertainment, Sleep"
612,Male,20,PU,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,0,8,5,4,3,4,3,4,2,4,4,"Creative Outlets, Social Connections, Online Entertainment"
613,Male,18,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,0,6,4,4,4,3,3,4,3,3,4,Sleep
614,Male,20,COMSATS,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,6,6,5,3,1,4,2,5,5,4,1,"Religious Activities, Social Connections"
615,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,0,8,3,4,5,2,4,1,5,1,5,Religious Activities
616,Male,20,COMSATS,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,4,4,5,5,4,2,3,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
617,Male,18,KUST,Undergraduate,Data Science,1st year,3.75,On-Campus,No,3,8,3,5,4,4,2,5,2,2,4,"Social Connections, Outdoor Activities"
618,Male,17,PU,Undergraduate,Information Technology,1st year,1.75,Off-Campus,Yes,0,6,3,5,3,2,1,5,1,5,2,Sports and Fitness
619,Male,19,UET,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,0,6,5,5,4,3,1,5,4,2,2,"Religious Activities, Sports and Fitness"
620,Male,21,PU,Undergraduate,Computer Science,1st year,3.75,On-Campus,No,7,6,4,5,3,5,3,2,1,5,2,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
621,Male,18,COMSATS,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,6,4,4,3,1,3,5,3,5,3,Outdoor Activities
622,Male,20,PU,Undergraduate,Data Science,1st year,2.75,On-Campus,No,3,6,5,3,4,1,2,3,3,1,1,"Online Entertainment, Sleep"
623,Female,17,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,5,3,4,5,3,5,3,5,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
624,Male,20,PU,Postgraduate,Data Science,4th year,3.75,On-Campus,No,0,8,5,4,3,1,1,3,5,5,5,"Religious Activities, Online Entertainment"
625,Male,20,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,3,6,4,4,5,3,3,3,3,5,1,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
626,Male,20,UET,Undergraduate,Data Science,1st year,2.75,On-Campus,No,3,8,3,2,3,3,4,2,5,1,1,Religious Activities
627,Male,20,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,Yes,3,8,4,5,4,1,4,3,3,3,5,Sleep
628,Male,19,PU,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,Yes,3,6,5,4,3,1,3,3,3,3,5,"Religious Activities, Creative Outlets, Social Connections"
629,Male,20,UET,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,8,5,4,4,3,1,4,2,4,4,Sleep
630,Male,21,VU,Undergraduate,Software Engineering,3rd year,2.25,Off-Campus,Yes,0,8,5,4,5,1,3,3,2,1,3,"Social Connections, Sleep"
631,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,6,5,3,4,5,2,4,2,3,2,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
632,Male,20,UET,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,3,8,5,4,5,3,5,4,4,3,1,Sleep
633,Male,19,COMSATS,Undergraduate,Information Technology,2nd year,2.75,Off-Campus,No,7,8,3,5,5,3,4,3,3,2,4,"Religious Activities, Sports and Fitness"
634,Male,19,PU,Undergraduate,Information Technology,4th year,3.25,Off-Campus,No,7,6,4,2,2,5,1,5,4,3,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
635,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,3,5,2,2,1,5,5,3,1,Religious Activities
636,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,8,5,4,5,5,3,2,2,3,5,"Religious Activities, Social Connections, Online Entertainment"
637,Female,19,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,3,6,4,4,5,2,1,2,3,3,5,Social Connections
638,Male,19,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,8,4,4,3,5,3,5,2,1,4,Religious Activities
639,Male,21,PU,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,No,7,8,4,3,3,4,5,4,2,4,4,Online Entertainment
640,Female,21,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,0,8,5,4,1,5,3,2,5,1,2,"Social Connections, Outdoor Activities"
641,Male,20,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,3,6,5,4,4,1,3,5,2,3,5,"Religious Activities, Social Connections, Online Entertainment, Sleep"
642,Male,20,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,3,6,4,4,3,4,3,2,4,4,5,"Religious Activities, Sports and Fitness, Outdoor Activities"
643,Male,18,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,4,5,5,2,3,2,2,3,2,"Religious Activities, Sports and Fitness, Sleep"
644,Female,19,COMSATS,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,6,8,4,4,3,4,4,2,3,3,1,"Religious Activities, Social Connections, Sleep"
645,Male,20,PU,Postgraduate,Computer Science,3rd year,3.25,On-Campus,No,3,4,5,3,4,5,1,3,2,1,5,Outdoor Activities
646,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,On-Campus,No,0,8,5,4,3,5,4,2,2,4,5,Online Entertainment
647,Male,18,PU,Undergraduate,Data Science,3rd year,0.0,On-Campus,No,6,6,3,4,4,3,2,2,2,2,2,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
648,Male,20,FAST,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,6,5,4,5,4,3,5,3,5,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
649,Female,19,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,6,3,3,3,1,4,1,5,5,4,Online Entertainment
650,Female,18,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,5,5,4,4,2,3,4,1,3,Religious Activities
651,Male,21,PU,Undergraduate,Software Engineering,1st year,2.25,Off-Campus,No,0,6,4,5,5,4,3,5,2,3,1,Sleep
652,Female,26,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,0,8,5,3,5,5,5,5,2,3,5,"Religious Activities, Online Entertainment, Outdoor Activities"
653,Male,20,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,4,4,5,2,5,5,5,4,"Social Connections, Sleep"
654,Female,20,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,3,6,5,4,4,5,4,1,2,3,5,"Religious Activities, Sports and Fitness, Online Entertainment"
655,Male,26,PU,Undergraduate,Computer Science,4th year,3.25,On-Campus,Yes,0,8,5,5,3,4,4,5,4,5,1,"Online Entertainment, Outdoor Activities, Sleep"
656,Female,20,COMSATS,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,3,6,2,4,2,5,2,3,2,3,1,"Religious Activities, Sports and Fitness, Social Connections"
657,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,Yes,0,6,4,4,3,3,2,5,3,3,3,Sleep
658,Male,20,PU,Undergraduate,Information Technology,1st year,3.75,Off-Campus,No,3,6,5,3,5,5,1,4,4,3,3,Sports and Fitness
659,Male,23,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,0,6,4,5,5,4,3,4,4,4,1,"Religious Activities, Sports and Fitness, Social Connections"
660,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,3,3,5,2,1,4,3,1,3,Online Entertainment
661,Male,20,PU,Undergraduate,Information Technology,4th year,2.75,Off-Campus,No,7,6,5,3,5,3,2,5,5,5,2,"Religious Activities, Social Connections, Online Entertainment"
662,Male,20,UET,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,0,6,1,4,3,2,3,3,1,2,3,"Religious Activities, Sports and Fitness, Social Connections"
663,Male,20,PU,Undergraduate,Information Technology,3rd year,1.75,Off-Campus,No,0,8,4,4,4,2,3,2,5,3,1,Outdoor Activities
664,Female,18,FAST,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,Yes,3,6,5,4,5,4,1,4,4,3,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
665,Male,19,PU,Undergraduate,Data Science,3rd year,0.0,Off-Campus,No,0,6,4,3,4,5,2,2,2,3,5,Social Connections
666,Male,19,PU,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,3,8,4,4,4,4,3,5,1,3,2,"Religious Activities, Creative Outlets, Social Connections"
667,Male,26,COMSATS,Undergraduate,Information Technology,3rd year,0.0,Off-Campus,No,0,8,3,5,2,5,3,4,5,1,4,"Social Connections, Online Entertainment"
668,Male,19,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,6,6,5,3,5,3,1,5,2,3,1,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
669,Female,20,PU,Undergraduate,Data Science,2nd year,3.75,Off-Campus,Yes,0,8,5,4,5,5,3,2,4,5,3,Sports and Fitness
670,Male,18,PU,Undergraduate,Computer Science,4th year,3.75,On-Campus,No,0,8,4,3,5,1,3,5,2,5,2,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
671,Male,22,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,Yes,0,6,5,3,3,1,1,5,2,3,5,"Religious Activities, Social Connections, Sleep"
672,Male,19,PU,Undergraduate,Information Technology,1st year,3.75,On-Campus,No,0,6,4,3,1,5,1,2,4,3,1,"Religious Activities, Social Connections, Online Entertainment"
673,Male,21,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,6,8,3,4,4,4,4,5,1,4,5,"Religious Activities, Sports and Fitness, Outdoor Activities"
674,Female,19,PU,Undergraduate,Software Engineering,2nd year,3.75,On-Campus,Yes,3,6,1,5,5,2,5,5,3,2,3,"Religious Activities, Sports and Fitness, Online Entertainment"
675,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,6,4,3,4,2,2,5,4,2,3,"Religious Activities, Social Connections"
676,Male,18,KUST,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,7,4,3,4,4,5,3,3,2,1,2,Sports and Fitness
677,Male,17,UET,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,7,8,5,5,5,4,2,2,4,3,5,"Religious Activities, Outdoor Activities"
678,Male,21,UET,Undergraduate,Data Science,3rd year,3.25,On-Campus,Yes,0,8,3,2,3,5,2,1,4,1,4,Religious Activities
679,Male,21,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,8,5,5,3,5,3,3,4,1,1,Creative Outlets
680,Female,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,0,8,5,2,5,1,2,4,2,1,3,"Religious Activities, Creative Outlets"
681,Female,18,COMSATS,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,3,8,4,5,4,1,3,5,5,3,5,"Online Entertainment, Outdoor Activities, Sleep"
682,Female,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,8,4,4,5,5,1,1,3,5,2,Religious Activities
683,Male,20,FAST,Undergraduate,Software Engineering,3rd year,3.75,Off-Campus,Yes,6,6,4,4,4,3,3,3,3,5,4,"Religious Activities, Social Connections, Online Entertainment"
684,Male,21,PU,Undergraduate,Software Engineering,3rd year,2.75,Off-Campus,No,3,8,4,5,2,5,3,3,3,3,5,"Social Connections, Online Entertainment"
685,Male,18,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,0,4,5,4,3,5,1,3,4,5,4,Sports and Fitness
